0.000000 0.000000
0.010000 0.062790
0.020000 0.125333
0.030000 0.187381
0.040000 0.248690
0.050000 0.309017
0.060000 0.368124
0.070000 0.425779
0.080000 0.481753
0.090000 0.535826
0.100000 0.587785
0.110000 0.637424
0.120000 0.684547
0.130000 0.728968
0.140000 0.770513
0.150000 0.809017
0.160000 0.844327
0.170000 0.876306
0.180000 0.904827
0.190000 0.929776
0.200000 0.951056
0.210000 0.968583
0.220000 0.982287
0.230000 0.992115
0.240000 0.998027
0.250000 1.000000
0.260000 0.998027
0.270000 0.992115
0.280000 0.982288
0.290000 0.968584
0.300000 0.951057
0.310000 0.929777
0.320000 0.904828
0.330000 0.876308
0.340000 0.844329
0.350000 0.809018
0.360000 0.770514
0.370000 0.728970
0.380000 0.684549
0.390000 0.637426
0.400000 0.587787
0.410000 0.535829
0.420000 0.481756
0.430000 0.425781
0.440000 0.368127
0.450000 0.309019
0.460000 0.248692
0.470000 0.187384
0.480000 0.125336
0.490000 0.062793
0.500000 0.000003
0.510000 -0.062788
0.520000 -0.125330
0.530000 -0.187379
0.540000 -0.248687
0.550000 -0.309014
0.560000 -0.368122
0.570000 -0.425777
0.580000 -0.481751
0.590000 -0.535824
0.600000 -0.587783
0.610000 -0.637421
0.620000 -0.684545
0.630000 -0.728966
0.640000 -0.770511
0.650000 -0.809015
0.660000 -0.844326
0.670000 -0.876305
0.680000 -0.904826
0.690000 -0.929775
0.700000 -0.951055
0.710000 -0.968582
0.720000 -0.982287
0.730000 -0.992114
0.740000 -0.998026
0.750000 -1.000000
0.760000 -0.998027
0.770000 -0.992115
0.780000 -0.982288
0.790000 -0.968584
0.800000 -0.951058
0.810000 -0.929778
0.820000 -0.904829
0.830000 -0.876309
0.840000 -0.844330
0.850000 -0.809020
0.860000 -0.770516
0.870000 -0.728972
0.880000 -0.684551
0.890000 -0.637428
0.900000 -0.587789
0.910000 -0.535831
0.920000 -0.481758
0.930000 -0.425784
0.940000 -0.368129
0.950000 -0.309022
0.960000 -0.248695
0.970000 -0.187386
0.980000 -0.125338
0.990000 -0.062796
